sk_id;data_referencia;data_extracao;site;categoria;marca;termo_buscado;titulo_anuncio;quantidade_embalagem;preco_total_anuncio;preco_unitario;link
f62017d0e21a1e2ae5afec92d7d0e055;2026-06-25;2026-06-25 22:50:37.770729;PaoDeAcucar;cerveja;Heineken;Cerveja Heineken Lata 350ml;Cerveja Heineken Lata Sleek 350ml;1;5.39;5.39;https://www.paodeacucar.com/produto/1606865/cerveja-heineken-lata-sleek-350ml
203e2c2c591e3a7e905b7ec88c648644;2026-06-25;2026-06-25 22:51:02.262748;PaoDeAcucar;whisky;Johnnie Walker;Whisky Johnnie Walker Red Label 1L;Whisky Escocês Blended Red Label Johnnie Walker Garrafa 1l;1;89.99;89.99;https://www.paodeacucar.com/produto/16238/whisky-escoces-blended-red-label-johnnie-walker-garrafa-1l
a5bef9e22afe0d6167b783ff3d26a27a;2026-06-25;2026-06-25 22:51:14.189109;PaoDeAcucar;energetico;Red Bull;Energetico Red Bull Energy Drink Lata 250ml;Energético Red Bull Energy Drink 250ml - 24 Latas;24;263.76;10.99;https://www.paodeacucar.com/produto/468337/energetico-red-bull-energy-drink-250ml---24-latas
98bebdc7a7eb43675d408043caf41f1e;2026-06-25;2026-06-25 22:50:50.810797;PaoDeAcucar;cerveja;Spaten;Cerveja Spaten Lata 350ml;Cerveja Munich Helles Puro Malte Spaten Lata 350ml;1;3.79;3.79;https://www.paodeacucar.com/produto/583963/cerveja-munich-helles-puro-malte-spaten-lata-350ml
e9039ef70dc8bbed3ca1f0add745af43;2026-06-25;2026-06-25 22:52:42.916400;TendaAtacado;refrigerante;Coca-Cola;Refrigerante Coca-Cola Pet 2L;Refrigerante Original Menos Açúcar Coca-Cola Garrafa 2l;1;9.69;9.69;https://www.tendaatacado.com.br/produto/refrigerante-coca-cola-original-garrafa-2l
ce20b0cd8bc3e204ff9e36fc83dd1fab;2026-06-25;2026-06-25 22:51:49.400346;TendaAtacado;cerveja;Heineken;Cerveja Heineken Lata 350ml;Cerveja Heineken Lata Sleek 350ml;1;5.49;5.49;https://www.tendaatacado.com.br/produto/cerveja-heineken-lata-350ml
064dacff12b505c34c091b13e19500a1;2026-06-25;2026-06-25 22:52:16.105268;TendaAtacado;whisky;Johnnie Walker;Whisky Johnnie Walker Red Label 1L;Whisky Escocês Red Label Johnnie Walker 1L;1;104.9;104.9;https://www.tendaatacado.com.br/produto/whisky-escoces-red-label-johnnie-walker-1l-417
e115c7c16bf8f0ef79617b2a3d758eac;2026-06-25;2026-06-25 22:52:29.724836;TendaAtacado;energetico;Red Bull;Energetico Red Bull Energy Drink Lata 250ml;Energético Red Bull Energy Drink 250ml;1;7.49;7.49;https://www.tendaatacado.com.br/produto/energetico-red-bull-250ml-1020
b1cc6261fc72784d605e594d74c87347;2026-06-25;2026-06-25 22:52:02.764610;TendaAtacado;cerveja;Spaten;Cerveja Spaten Lata 350ml;Cerveja Puro Malte Munich Helles Spaten Lata 350ml;1;4.89;4.89;https://www.tendaatacado.com.br/produto/cerveja-puro-malte-munich-helles-spaten-lata-350ml
5dbcda11e3236ca04d682a5804365b90;2026-06-25;2026-06-25 22:54:03.287456;ZeDelivery;cerveja;Heineken;Heineken 350ml;Heineken 350ml;1;6.49;6.49;Extraido via Menu de Busca
c3bb0435bd4374e8057eab187806a1c4;2026-06-25;2026-06-25 22:54:23.840889;ZeDelivery;whisky;Johnnie Walker;Johnnie Walker Red Label 1L;Whisky Johnnie Walker Red Label 1L;1;110.19;110.19;Extraido via Menu de Busca
ec42a7843e59b3039641790893f68bf3;2026-06-25;2026-06-25 22:54:34.957036;ZeDelivery;energetico;Red Bull;Red Bull Energy Drink 250ml;Energético Red Bull Energy Drink 250ml;1;10.99;10.99;Extraido via Menu de Busca
94931bed27396b380902c40677f7b591;2026-06-25;2026-06-25 22:54:12.436007;ZeDelivery;cerveja;Spaten;Spaten 350ml;Spaten 350ml;1;4.89;4.89;Extraido via Menu de Busca
